사용월,호선명,지하철역,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원,작업일자
202405,5호선,동대문역사문화공원(DDP),0,0,284,256,727,3159,1366,10406,2763,29551,3337,10829,3575,4213,3239,3753,2890,3611,3257,3726,3855,3639,4375,3638,5959,3635,12686,3889,20158,4341,7746,2879,4561,2374,3605,2628,2527,2563,1250,1936,248,544,0,19,0,0,0,0,20240603
202405,5호선,둔촌동,4,0,4800,1003,9842,16870,25231,11855,28239,21207,18107,14114,13495,10869,12975,10630,13948,11535,13992,13953,13767,12880,15415,15325,22895,17508,24064,21767,21667,31360,11512,21854,8939,11333,8003,12186,6228,9564,2790,6042,372,1930,0,0,0,0,0,0,20240603
202405,5호선,마곡,2,0,2708,5941,9198,26710,26307,19710,27619,54265,15740,34093,13281,15628,13744,13371,14406,13483,14847,15731,15619,14140,20647,14634,32594,17547,41879,20877,43770,29398,21068,21931,15351,11956,13113,10846,9282,11132,3879,5804,559,2502,0,1,1,0,0,0,20240603
202405,5호선,마장,3,0,2843,538,6520,5094,16918,7672,20345,16158,12518,11102,9711,8334,8841,7806,10813,8877,9997,8386,9812,7463,10322,8274,12825,9721,12373,12687,12233,18460,8126,11749,6238,7972,5891,7612,4048,7099,1549,4327,236,1492,0,11,0,0,0,0,20240603
202405,5호선,마천,68,0,8125,350,16159,2718,46705,4851,35725,11312,18741,7491,12759,6780,10990,6456,11858,7348,10092,9203,9230,7823,8166,13526,9253,15113,8908,18376,10347,27318,4947,23482,3703,13098,2867,13298,1899,12560,806,7616,131,3154,0,0,0,0,0,0,20240603
202405,5호선,마포,9,0,2857,1536,9598,8391,28873,21656,38827,71557,22799,37298,19083,18498,18986,18510,19676,17182,20993,18427,19335,16470,21123,18427,24457,22588,37322,31498,58017,45357,22232,27062,19691,17733,21078,16284,15077,14222,6287,9256,996,2337,0,0,0,0,0,0,20240603
202405,5호선,명일,7,0,5904,1486,15408,3467,36983,7951,36007,15042,21931,11028,18003,10520,16257,10205,16101,10351,14342,13967,13448,13993,13367,16706,15917,21205,13852,21579,13408,39176,8359,29392,7138,16850,6246,14735,4764,14878,1790,8653,384,3228,0,22,0,0,0,0,20240603
202405,5호선,목동,18,0,9892,1318,22302,6147,61494,17919,73693,27543,38497,21136,27948,16175,25171,15072,25917,18152,24614,23191,21930,22650,22254,27600,24600,35153,27718,49372,29138,80547,16630,53114,14167,32844,14437,31887,15583,28319,4958,16422,714,5767,0,0,0,0,0,0,20240603
202405,5호선,미사,9,0,8556,869,23897,7299,73243,13980,70905,25368,37682,25529,27412,19773,25065,20371,26615,22522,26268,22955,24343,27257,28059,27013,28676,36761,30682,51229,32341,70705,20344,68415,19739,38155,20979,30308,16876,28348,7601,18488,2074,6279,0,0,0,0,0,0,20240603
202405,5호선,발산,2,0,4126,2512,11359,16364,29350,43955,31144,125150,22107,64526,22287,35822,26314,34302,30534,33716,33104,34970,36667,32070,43941,32561,51065,35138,76885,42104,96036,56473,43176,40803,38724,23672,37374,18392,29773,16039,13023,10199,1705,3656,0,0,0,0,0,0,20240603
202405,5호선,방이,4,0,2845,986,8053,3966,19827,9171,20083,23667,13850,13108,11481,9178,10041,8629,11395,11264,11624,10530,10381,12367,11406,13358,12461,15325,15825,22052,19911,23682,10195,17950,9058,10497,12147,9327,11727,7644,2426,5261,270,1620,0,0,0,0,0,0,20240603
202405,5호선,방화,51,2,5802,11,12188,4093,28511,6885,26534,15182,16142,9074,13423,7446,12852,7926,12893,8350,12531,10179,10430,10485,12222,11524,13365,13488,12477,16030,11022,21857,5870,20133,4486,12638,3385,11432,2267,11333,986,6680,144,2754,2,280,0,0,0,0,20240603
202405,5호선,상일동,105,0,10654,1326,34151,6973,77832,12467,62855,18062,37369,10456,27089,9954,22796,9388,22253,15159,20076,17659,17706,17043,19284,23443,20080,25431,21269,37784,21117,59545,11531,49877,8806,29065,6025,28930,4082,24295,1781,15752,445,7252,2,1557,0,0,0,0,20240603
202405,5호선,서대문,5,0,3401,1085,6721,18128,19354,74117,25306,172907,19367,50072,18681,26658,22428,25985,23480,22946,23911,25741,27757,21389,34577,18357,45321,18638,80060,21926,117195,28359,33453,16233,26958,11624,25023,11913,17744,9449,6246,5887,626,1761,0,37,0,0,0,0,20240603
202405,5호선,송정,28,0,4262,1266,8902,4071,19025,7266,22489,12307,16302,7982,12030,7021,10920,7778,11268,8696,9899,8710,9618,8809,9820,10257,11765,12534,12511,14645,12780,19632,7546,16008,6184,10859,5448,10504,4070,9979,2110,6112,245,2171,0,0,0,0,0,0,20240603
202405,5호선,신금호,33,0,3364,486,7942,3219,20467,10057,30870,13604,16852,8548,11256,6630,10336,6929,10346,8006,9842,9301,9393,10068,9567,12107,12619,14548,11172,18411,11307,27233,7936,17952,5605,11878,4430,11429,3034,10178,1289,6488,291,2181,0,0,0,0,0,0,20240603
202405,5호선,신길,55,0,2725,467,5056,2398,16421,5037,25518,14962,11440,6880,7942,3462,6376,3950,6739,4279,5869,4640,4967,4841,5168,5955,6271,7745,9369,11988,13625,20619,5753,12138,4164,10352,4016,10685,3293,10594,1789,6591,265,2030,0,0,0,0,0,0,20240603
202405,5호선,신정(은행정),131,3,13621,935,26039,4226,63200,9719,76998,13994,38518,8831,22999,7591,19364,8428,19674,9999,17700,12319,14322,14018,13536,18061,15166,24132,16974,31878,15960,49240,9022,35717,6777,24745,5790,24240,4706,22532,1994,13610,236,4302,0,0,0,0,0,0,20240603
202405,5호선,아차산(어린이대공원후문),17,0,9983,1533,18218,6993,45090,15647,59906,34543,32979,25756,23651,23418,23385,23275,28402,22726,30693,23105,30270,22659,30801,27844,32620,32472,32785,39422,30586,59361,19041,39131,15226,26223,16221,22199,14982,19637,4176,11987,595,3727,0,0,0,1,0,0,20240603
202405,5호선,애오개,35,0,2467,407,6494,4246,20273,9502,27480,26873,13524,14073,10100,7205,9762,6622,10895,7037,10365,8524,9693,8508,10645,9505,10993,10474,14291,15068,21935,22258,8216,13998,5975,8947,4818,9038,3392,8321,1271,5005,130,2476,0,398,0,0,0,0,20240603
202405,5호선,양평,2,0,2935,1089,7442,5590,24994,10314,29338,39908,14203,14382,9230,6539,8582,5927,9394,6762,9239,7423,8125,6904,9229,7942,12104,9876,17911,13958,31996,23030,9681,15661,6246,10888,5254,10440,3674,9588,1530,6002,250,1981,0,0,0,0,0,0,20240603
202405,5호선,여의나루,21,0,1392,1481,3067,11713,6629,48737,10544,71910,7369,36877,7168,27238,9592,26081,12556,27616,15616,33088,21122,33869,28096,36335,35191,38814,62516,44775,73539,50491,48162,31650,61433,18253,56016,11565,40786,7560,15750,3914,1594,1438,0,0,0,0,0,0,20240603
202405,5호선,여의도,19,1,3016,2834,4419,27604,11254,142516,15709,214612,13281,83467,14421,39279,21993,38959,23894,37289,30284,41285,35292,34937,44425,33151,60147,33033,144516,36838,170312,42241,69478,19882,60075,11158,47009,9344,26742,8495,9765,4993,1227,2668,0,2,0,0,0,0,20240603
202405,5호선,영등포구청,0,0,1434,719,3050,2491,9007,6678,13229,26559,6193,10910,4691,5022,5249,4718,5611,5014,6120,5523,5738,4962,6378,5312,7610,5977,11416,8097,23393,14844,8065,7629,5877,4984,5221,4803,3657,4270,1813,2700,306,697,0,0,0,0,0,0,20240603
202405,5호선,영등포시장,17,0,3383,1225,7070,5892,25402,15362,36345,43608,16850,25118,12971,17739,13518,17748,16379,21765,16544,24730,16917,19448,20769,16724,25859,17769,33032,21272,44308,34704,19507,20968,13752,13680,12219,13145,8398,12562,3992,8337,460,1942,0,1,0,0,0,0,20240603
202405,5호선,오금,17,0,1323,542,3559,2803,8082,10218,8528,20632,6284,6992,5284,4003,5263,3606,5495,4141,5285,3937,5744,4620,6630,4648,8287,5752,10370,7159,14870,8392,4567,6288,3721,4161,3012,4020,2447,4059,876,2800,131,1102,1,1,0,0,0,0,20240603
202405,5호선,오목교(목동운동장앞),4,0,5348,1981,16987,9324,53375,27290,59036,64182,34616,51126,27812,32063,27854,31430,31715,33011,32848,35627,31491,34707,34591,37836,41247,44008,50267,56799,64618,77443,35164,48774,38117,29611,29795,26505,25812,23588,7544,13584,1160,4562,0,0,0,0,0,0,20240603
202405,5호선,올림픽공원(한국체대),1,0,1506,1046,6059,4338,13456,7599,14007,14515,10530,9605,9437,9218,10127,8475,10848,9783,10096,10902,9420,11612,12748,12244,14278,12341,14142,13479,12528,14163,7168,9664,11949,6230,13891,5940,14581,4815,3715,3692,209,1114,0,0,0,0,0,0,20240603
202405,5호선,왕십리(성동구청),79,1,2033,650,2509,3258,6236,6884,8903,18861,5198,9970,5166,7829,5713,7896,6327,8333,6843,9394,7809,9307,8190,9144,10780,10542,11092,12656,15096,18040,9344,10471,8191,6291,9076,5330,7571,4674,3254,3170,638,2187,1,351,0,0,0,0,20240603
202405,5호선,우장산,1,0,8024,960,24763,5526,57790,16199,62190,25005,34918,16590,27710,13810,25792,14639,26966,17960,23653,21250,20866,22953,23893,26104,28691,31463,25433,38179,20889,56909,13596,43714,9779,26895,8845,25049,6826,25040,2116,15010,301,4126,0,0,0,0,0,0,20240603
202405,5호선,을지로4가,4,0,585,594,969,6884,2401,19438,4060,43875,3939,19826,4569,12503,6419,12637,8043,11359,9813,10020,11095,9252,12331,8309,15356,7877,27974,7769,38416,8533,15504,4818,10846,3334,8996,2901,6623,2045,3377,1476,550,455,0,0,0,0,0,0,20240603
202405,5호선,장한평,36,1,8541,1513,20765,14633,57152,24138,78659,66209,42123,31105,26964,22965,23953,20909,26092,21376,25071,22470,24498,22111,25990,24870,32986,30838,43606,43539,62585,68493,27772,47184,17268,30022,14173,28587,11251,25161,4981,16387,705,4987,0,215,0,0,0,0,20240603
202405,5호선,종로3가,63,4,1844,456,2471,7130,3611,16431,5905,45600,8113,39194,10842,34591,14458,39281,21357,38300,24809,37612,30825,35273,35871,33223,41688,35326,49855,40078,62928,47953,40438,28311,39648,17124,45293,13379,39618,9986,23587,6375,3817,2216,1,26,0,0,0,0,20240603
202405,5호선,천호(풍납토성),85,3,7738,2091,13311,17607,33173,21069,41064,42523,26932,38955,25660,31362,29067,31144,33004,32488,34960,36495,36317,34405,41427,37562,48760,40308,54691,46858,56751,61203,39233,42147,35758,25900,26462,23033,19341,20044,9239,12566,1830,4247,0,7,0,0,0,0,20240603
202405,5호선,청구,30,0,1857,401,2963,2282,7611,4349,11370,15139,7513,8028,5910,4718,5631,4005,5598,4891,5790,4951,5719,5447,5695,5825,7602,6435,8862,8386,13874,11534,8000,7605,5420,5270,4230,4969,3628,4815,2007,2997,287,869,0,0,0,0,0,0,20240603
202405,5호선,충정로(경기대입구),1,0,976,246,2668,2363,6213,15715,9095,33688,5658,14040,4230,4831,5350,4833,5684,4548,5989,5287,6105,5196,6412,4732,8332,5047,18105,6786,26450,9627,8746,5899,6090,4231,4962,4216,3577,4026,1429,2712,237,708,0,86,0,0,0,0,20240603
202405,5호선,하남검단산,18,0,4471,13,10149,3293,25786,5942,21732,14109,14627,10925,11961,10615,10626,9365,11166,11690,11325,10707,11066,10679,12706,13482,14063,11709,14585,15993,13569,17916,8846,17468,7390,11685,5959,10649,4301,9379,981,6352,93,3001,0,2,0,0,0,0,20240603
202405,5호선,하남시청(덕풍?신장),24,5,6259,162,14416,3904,32257,7261,28712,17154,19809,9148,15723,10105,14697,10301,15473,9291,14370,13167,13099,11196,14006,17225,16470,19086,15806,18676,15922,26079,9084,24771,7482,13720,5934,14322,3525,13587,1597,7709,336,3990,0,0,0,0,0,0,20240603
202405,5호선,하남풍산,0,0,1961,348,5802,2814,10932,7418,12890,16032,7954,10212,7134,6610,6910,6238,7498,5545,7537,6641,7352,6401,8269,6857,10344,8589,12159,7792,13881,11845,5596,10498,4086,6258,4266,5443,2526,5610,654,3534,160,1359,0,0,0,0,0,0,20240603
202405,5호선,행당,27,0,4448,726,12678,2735,32252,5204,45024,10094,23134,6769,15847,5473,13583,6620,12905,7793,11985,9253,10484,10902,10662,13175,10845,16295,10999,20220,10530,31456,7070,20477,5461,14325,4145,13695,3379,12098,1188,7151,246,2235,0,0,0,0,0,0,20240603
202405,5호선,화곡,378,5,25150,1611,45574,10973,119131,16963,151285,35250,78218,27415,49652,20902,45881,21535,45454,26129,41937,29086,35461,33448,34444,41653,38291,55386,40047,69925,41826,125992,24801,90165,18744,58034,15646,55507,11727,48609,5210,30994,765,9754,0,0,0,0,0,0,20240603
202405,6호선,고려대(종암),39,8,3889,1286,7787,5742,21926,14780,27904,31006,15923,17958,11725,16801,12242,12433,14007,11336,16203,15514,15770,12892,15566,12152,25229,14943,26906,17582,23372,27560,12455,19798,10645,13168,13661,12772,10868,12843,6014,9227,1148,2868,0,52,0,0,0,0,20240603
202405,6호선,공덕,139,3,5216,2591,9889,11776,23481,41251,33161,100540,25834,48305,22514,24335,23737,22323,25026,22225,26308,23049,26429,21621,30801,22291,35709,28051,59082,33823,83704,44504,36960,29044,29861,19174,28856,17949,22406,16884,10481,12128,1585,4971,0,101,0,0,0,0,20240603
202405,6호선,광흥창(서강),3,0,2997,1532,8460,5387,22301,14968,29157,33042,18545,21147,14642,13322,15327,10962,16585,11779,14044,12330,13632,11965,14747,13371,16589,14394,21783,18368,28958,24829,14478,18642,10130,12075,9717,10980,6785,11127,2597,6379,451,2022,0,1,0,0,0,0,20240603
202405,6호선,구산,43,2,6829,169,13222,2200,32821,7541,41019,7532,23191,6283,15076,5654,14012,7609,13943,7612,12623,8437,11003,9398,12418,11817,12769,15117,11716,17164,10226,23469,6681,20698,5379,11382,4412,10537,4212,8848,1430,5787,187,2032,0,0,0,0,0,0,20240603
202405,6호선,녹사평(용산구청),30,1,1332,667,2441,4818,5072,9632,7996,17995,6832,10078,5501,8291,5662,8307,6688,10098,7150,11001,7892,10071,9440,11398,13301,11433,15671,14067,19553,16288,12906,10916,12549,6982,14027,6123,11295,5167,6326,3116,825,1097,0,0,0,0,0,0,20240603
202405,6호선,대흥(서강대앞),6,0,2513,1180,5871,5745,16534,18275,23881,38574,15185,22172,11901,23189,12386,15299,14000,15168,19009,20397,15589,14326,17607,14870,24672,16927,26895,20528,30049,28172,14667,17367,13266,11096,14058,9744,13865,9581,5332,7248,847,2022,0,1,0,0,0,0,20240603
202405,6호선,독바위,15,0,2620,220,5271,956,15260,2106,13453,3484,7599,3288,4990,3489,4545,2627,4579,3408,4000,3566,3557,3832,3885,4634,3779,6009,3250,7263,3168,12053,1963,10147,1389,6405,960,5717,738,5531,360,3456,72,1394,0,0,0,0,0,0,20240603
202405,6호선,돌곶이,36,1,7334,1994,16424,6147,42632,6795,46217,19157,24159,13771,16899,11210,14997,9499,16468,11600,15153,12636,14713,12358,14643,15624,16092,18168,18072,23281,16440,35609,12157,28531,7507,17265,6712,15422,5470,15740,2628,9426,420,3388,0,0,0,0,0,0,20240603
202405,6호선,동묘앞,179,4,5840,837,5374,4817,10897,8781,16068,23075,13123,18354,12637,17969,15343,18710,18146,18294,19417,20470,21293,19595,23105,18356,24862,18256,25346,17689,23364,19806,14133,14804,10779,10354,8470,10208,6334,10429,2973,8685,473,2482,1,81,0,0,0,0,20240603
202405,6호선,디지털미디어시티,198,3,7357,2926,18772,11491,54312,30433,56785,67153,32806,30362,21036,13369,17590,13217,18264,14571,17186,15485,15338,15765,16506,18819,22570,25557,36069,33770,47344,51160,20905,36561,12252,24075,10242,22859,11636,21726,3510,13203,789,5600,1,17,0,0,0,0,20240603
202405,6호선,마포구청,25,3,6636,1621,15926,7716,43031,16456,59319,37148,38127,19702,24913,13964,23595,13699,24122,17824,22744,18336,20096,17584,20843,21647,23057,24261,27928,29758,36476,44538,18834,32907,13677,22243,13579,20589,15694,20661,4694,13217,769,3909,0,0,0,1,0,0,20240603
202405,6호선,망원,9,1,6261,942,10779,5551,28256,11367,38591,33414,27325,33584,20619,27103,21440,32161,26675,33270,28356,38354,27902,34920,29357,37688,33252,40233,36821,43977,42661,53331,31889,37520,29266,20773,26910,18624,21241,15886,10116,11110,1497,2906,0,0,0,0,0,0,20240603
202405,6호선,버티고개,2,0,999,294,2091,1524,5568,2940,7750,5468,5280,3241,3876,2764,3527,2233,3521,2653,3259,3154,3116,3416,3634,3758,3605,4243,4855,4944,5832,6864,3113,5211,2208,3498,1658,3623,1386,3390,631,2264,114,623,0,38,0,0,0,0,20240603
202405,6호선,보문,35,0,4426,1066,8738,6041,23412,12126,33797,21187,18782,11277,12775,8433,11721,8928,12808,8805,12537,9910,11689,9144,12849,10998,15742,12382,16343,17264,19093,25878,10084,18576,8065,12987,7650,13023,6611,13356,3660,9892,736,3367,0,0,0,0,0,0,20240603
202405,6호선,봉화산(서울의료원),9,0,5827,839,17369,3046,49913,6343,41567,13289,21617,8290,15662,6890,14260,7124,13964,8603,12201,10672,10853,10587,10634,14089,12028,16943,12757,22703,11231,32081,6299,29132,4438,17599,3757,15741,3243,15996,1283,9323,188,3587,3,308,0,0,0,0,20240603
202405,6호선,불광,36,1,1682,461,4821,1788,12107,3865,15020,7866,8191,7662,7012,6368,7876,6646,8490,7040,8953,7932,9628,7532,10539,8648,11106,9202,10756,11525,10023,15962,6558,11875,5571,6807,4334,6437,2431,6394,1021,4070,180,1397,0,0,0,0,0,0,20240603
202405,6호선,삼각지,5,1,1673,775,3534,7126,8772,16484,14726,29484,10424,14501,8659,10636,10281,10350,12447,11188,13599,11436,14660,10471,17051,11314,19903,11690,26140,13519,31808,16825,15337,10515,12888,7473,12552,7324,10212,8052,5770,5587,996,1621,0,0,0,0,0,0,20240603
202405,6호선,상수,59,0,6282,1468,7276,4533,11059,7272,13871,24640,10362,36674,8715,23889,9506,20252,13099,23033,14627,23947,16516,20786,19036,19768,24660,22848,29234,28500,32249,36530,23324,24455,22014,16783,25460,13315,25633,12796,17892,10844,3388,3393,0,1,0,0,0,0,20240603
202405,6호선,상월곡(한국과학기술연구원),43,0,5838,611,9925,2811,25339,4335,29537,14994,16346,10119,11346,12213,10924,9471,10845,7302,11401,9342,10918,8427,9773,9692,13451,11850,12109,14642,11236,20511,7783,18100,4286,10883,5657,10760,3021,10496,1515,6776,209,2541,0,1,0,0,0,0,20240603
202405,6호선,새절(신사),31,0,12383,613,22947,5356,56635,9120,65249,16568,35056,14218,23015,11302,20689,12372,21184,14073,19647,16709,16825,16500,17540,21508,22510,24671,19029,32705,16479,49272,10958,40790,7594,25285,6449,22507,4707,21444,1962,13766,331,4803,0,4,0,0,0,0,20240603
202405,6호선,석계,1233,16,9376,1823,20930,5446,51802,9318,56682,18035,31264,12764,22763,11814,19425,14681,21086,15615,20234,17608,18038,17983,17568,22142,19885,28454,20274,34930,17807,54398,13069,43759,9716,26471,8732,23884,7714,22992,4629,14408,1059,5045,0,0,0,0,0,0,20240603
202405,6호선,신내,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0,2,0,2,0,0,0,1,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,20240603
202405,6호선,신당,145,0,6968,1446,5327,9030,8098,16029,12611,37423,9810,22151,8735,14269,10832,11911,12508,12056,13171,13210,13238,11301,15326,10559,20792,13150,23870,15439,27530,22140,17567,21838,16474,11486,18293,9009,20446,9003,7944,9392,1630,2675,2,38,0,0,0,0,20240603
202405,6호선,안암(고대병원앞),41,1,3377,1559,4088,7226,9547,18400,13717,52845,12878,39259,14484,48438,18591,28848,20269,24387,23334,31143,27242,24328,28291,17867,44934,19517,53165,23010,39837,31499,23512,21731,22614,14490,25774,14385,27454,14613,19573,10968,3739,4632,0,162,0,0,0,0,20240603
202405,6호선,약수,1,0,1317,315,1865,2306,4854,6265,8136,15953,5993,9029,4922,5130,4953,5265,5612,5265,5829,5557,5840,5163,6364,5679,7399,5866,9304,7662,13897,9965,7500,5664,5996,3653,5602,3514,4869,2941,2361,1994,412,661,0,1,0,0,0,0,20240603
202405,6호선,역촌,0,0,2400,262,6220,2598,16470,2709,17363,8115,10272,4673,7074,4033,6306,5137,6746,5616,6607,5627,5882,5980,5594,7005,5365,9039,5432,11788,5182,18482,3524,14420,2637,8370,1938,8559,1598,7895,726,5440,74,1641,0,0,0,0,0,0,20240603
202405,6호선,연신내,0,0,0,0,0,0,3,0,2,0,12,0,6,0,15,0,13,0,7,0,8,0,8,0,5,0,7,0,8,0,4,0,5,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,20240603
202405,6호선,월곡(동덕여대),32,3,7507,902,15051,4425,42770,8548,50684,29588,26727,19030,19276,17737,18333,16002,19324,15063,20851,16944,20074,16559,19301,18995,26573,24674,25167,28512,28064,44037,14942,33730,11114,20967,9599,19318,6283,18372,3071,12089,486,4091,0,1,0,0,0,0,20240603
202405,6호선,월드컵경기장(성산),23,0,916,1495,3360,4341,8578,12585,9945,19782,6770,14835,10013,15744,14086,17730,14962,22597,12931,29797,13825,29823,16466,29890,27596,25286,22056,19399,21131,13718,11747,9185,9106,6528,23159,5821,22330,3691,2636,1981,218,540,0,1,0,0,0,0,20240603
202405,6호선,응암,24,1,13092,1520,27935,7456,74599,10586,90698,19873,50204,16136,32278,14814,29052,15974,29290,19456,27626,20665,23564,22695,23069,29707,25617,36103,24115,48413,23451,77156,14839,59663,11303,38873,9934,34092,7078,31326,3106,20961,467,6654,0,0,0,0,0,0,20240603
202405,6호선,이태원,166,1,11911,1555,9292,9757,9064,13386,11576,32044,10886,27751,10473,19996,12183,18473,13657,20220,16042,21092,18412,20297,22802,21109,28919,24951,32205,29022,37075,34268,29188,29537,26742,24346,27993,22119,26978,21579,18298,17776,3203,6922,0,0,0,0,0,0,20240603
202405,6호선,증산(명지대앞),23,4,8369,694,17004,3876,40721,5422,48665,11822,28844,10197,19113,8924,16250,10366,16997,10855,15498,12486,13959,13610,13458,16400,14771,21607,13856,28570,13767,43126,8542,32851,6311,20821,4984,21068,4046,18535,1759,11035,374,3711,0,0,0,0,0,0,20240603
202405,6호선,창신,21,1,2993,310,5478,2437,15137,5543,17998,6427,9225,3945,5595,3812,5147,3324,4928,3710,4914,4591,4252,4422,4937,4765,6159,5662,5486,7773,5345,10191,3975,7893,3825,5471,2238,5355,1703,5017,796,3486,139,1043,0,0,0,0,0,0,20240603
202405,6호선,청구,13,0,2049,599,3007,3137,7580,7728,10307,22915,7061,11798,5348,5071,4964,4225,4921,4409,5397,4643,5514,4768,5671,5453,7405,5824,8208,6647,14614,8215,9031,5694,5795,4160,5134,3935,4254,3609,2043,2390,395,812,0,1,0,0,0,0,20240603
202405,6호선,태릉입구,16,0,5008,1200,7827,3740,19704,4661,23436,12417,13569,12283,10796,14763,11678,19125,13410,15064,14006,15979,15108,17033,16663,16301,16760,18673,14748,20133,13720,28997,9784,21088,7698,12686,6822,12285,5141,11142,2627,9134,532,4271,0,1,0,0,0,0,20240603
202405,6호선,한강진,17,1,827,1069,1674,9954,3980,22395,5788,42710,5878,29889,4515,24236,5775,24362,8569,23687,11299,29835,14959,23930,22262,25921,30561,25818,41347,23567,46403,24485,32367,11887,26458,5240,20216,4086,20123,3468,4206,2747,492,1932,0,246,0,0,0,0,20240603
202405,6호선,합정,34,2,4073,1366,6499,6886,15283,17034,21697,41875,16504,30127,13958,20522,15445,20959,19129,21737,20760,24566,22153,21526,25007,23817,27136,27156,34406,33077,48076,43936,32453,29344,30678,16790,33374,14888,29771,14300,16322,10212,2816,3125,0,1,0,0,0,0,20240603
202405,6호선,화랑대(서울여대입구),23,1,7725,1196,24387,3695,62596,9598,57873,20968,30160,16443,20222,11822,18703,11739,19712,10635,18451,12706,17425,12331,20040,15107,24353,18170,24458,25961,19205,38711,10011,32546,7708,20162,7213,17908,5041,17795,1694,12250,236,4720,0,32,0,0,0,0,20240603
202405,6호선,효창공원앞,2,0,2631,659,6222,4239,18218,8698,28351,27612,17141,15727,12024,11572,11561,9695,11845,9362,12476,10246,10670,9904,11454,9723,15525,12670,17124,14326,24799,20701,11118,14745,7665,9875,6853,8777,5385,7944,2696,5674,532,2362,0,0,0,0,0,0,20240603
202405,7호선,가산디지털단지,720,6,7995,5156,10652,30330,24913,146258,29976,380181,22137,210611,20272,59974,25307,35976,32096,34599,36942,36488,42038,30710,53191,28246,79083,27957,211168,31003,297342,36189,117866,25630,67183,16615,51424,14482,29052,13171,12690,9286,1711,3406,0,0,0,0,0,0,20240603
202405,7호선,강남구청,20,0,1735,1668,4322,16103,7694,37108,10977,102732,10242,98808,10347,42795,12357,25600,14990,22699,18059,22998,22413,20643,27303,18724,33526,18714,51869,20221,86099,21423,52594,13691,33792,9615,32093,7301,22619,6180,9355,4392,1620,2000,0,0,0,0,0,0,20240603
202405,7호선,건대입구,70,1,4776,1179,5781,8753,14366,20731,20405,41555,16599,30912,15453,29385,17179,24488,19663,26215,22029,28424,26495,26574,31055,25143,35992,26576,44300,33064,38138,42344,27121,27654,29757,17512,25726,14440,23162,12011,12857,7506,2472,3909,3,272,0,0,0,0,20240603
202405,7호선,고속터미널,53,4,1382,2810,3951,23266,12819,39767,20763,51909,26786,38931,26113,32586,28594,28455,30763,26420,30609,30366,31701,27204,39669,23521,44703,24647,59172,25814,53054,28134,38287,17784,40890,11182,35298,10599,28538,6552,9694,4027,914,1078,0,2,0,0,0,0,20240603
202405,7호선,공릉(서울과학기술대),18,0,6984,985,15502,4707,37769,12561,43093,25973,25951,20793,19734,16120,19420,15180,20893,18512,21434,20304,20799,18568,23342,21577,26421,24783,26410,29777,26501,43697,16305,37659,13895,21747,13018,19593,12263,18979,6408,12825,1223,4768,0,0,0,0,0,0,20240603
202405,7호선,광명사거리,145,2,20164,5817,30386,12483,77243,16401,82906,25955,47632,23743,32889,24809,30148,28509,32562,29961,32611,32071,31137,32535,31806,38237,35787,42730,36826,54252,32779,78166,23648,57037,16869,34633,12484,30143,9391,25193,4207,16320,655,5037,0,42,0,0,0,0,20240603
202405,7호선,군자(능동),77,3,9541,880,16096,6812,37845,10766,57136,28942,39664,20020,24304,13481,21124,12852,23512,13903,22870,15562,21011,16563,21269,19268,24799,22806,28964,30074,35252,43169,22264,33642,19114,21993,17951,19878,14440,17523,7422,10194,1468,3890,0,51,0,0,0,0,20240603
202405,7호선,남구로,218,0,20647,1533,16015,8025,30960,32676,35681,91078,24644,43306,17410,19122,15223,15026,16458,15006,16210,15616,14708,15170,16771,18713,20637,24656,43553,32815,68977,31572,29722,22865,17012,16185,12209,18476,8212,14914,3677,8411,544,2235,0,0,0,1,0,0,20240603
202405,7호선,남성,43,0,6752,1062,16071,4064,39157,7668,56225,17765,36341,13522,22223,12271,19246,13213,19079,12984,19248,14810,16515,15565,16148,19762,16760,22766,16690,30930,16962,44923,10641,31268,9358,21554,8416,19531,5936,17632,2704,10891,474,3561,0,0,0,0,0,0,20240603
